Term,Section,Title,Location,Meeting Info,Faculty,Available/Capacity,Status,Credits,Academic Level,Restrictions,Blocked Time Slots,Days,Time Slot
2024SP,SOWK-341-001,Soc Welfare Policy,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 11:00AM - 12:20PM, Murphy Center, Room 418","Miess, Erin Theresa",35 / 35,Open,3,Undergraduate,,,,
2024SP,SOWK-480-001,Field Education,Main Campus,"01/15/2024-05/10/2024 Internship Days to be Announced, Times to be Announced Arranged, Room ARRG","Miess, Erin Theresa",35 / 35,Open,9,Undergraduate,,,,
2024SP,SOWK-482-001,Senior Capstone,Main Campus,"01/19/2024-05/03/2024 Lecture Friday 10:10AM - 01:15PM, Murphy Center, Room 418","Miess, Erin Theresa",24 / 24,Open,3,Undergraduate,,,,
2024SP,SOWK-482-002,Senior Capstone,Main Campus,"01/15/2024-05/03/2024 Lecture Friday 10:10AM - 01:15PM, Murphy Center, Room 300","Holter, Janet Lynn",24 / 24,Open,3,Undergraduate,,,,
2024SP,SPAN-301-001,Cul Stdy Spnsh Spk Wrld,Main Campus,"01/15/2024-05/03/2024 Lecture Days to be Announced, Times to be Announced Arranged, Room ARRG (more)...","Jambrina, Jesus Emiliano; Gillies, Lea Danielle",20 / 20,Open,3,Undergraduate,,,,
2024SP,SPML-487-001,Internship,Main Campus,"01/15/2024-05/10/2024 Internship Days to be Announced, Times to be Announced Arranged, Room ARRG (more)...","Gostonczik, Alyssa Rae; Hanson, Taylor Michael",90 / 90,Open,1.00 - 12.0,Undergraduate,This course is for students with junior standing or higher.,,,
2024SP,SPSL-338-001,Biomechanics,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 08:00AM - 08:55AM, Reinhart Center, Room 201 (more)...","Ziolkowski, Sarah Lynn",16 / 16,Open,4,Undergraduate,,,,
2024SP,SVLD-330-001,Mnfl Eth Prct Serv Lead,Bachelor Completion,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Antwi, Enoch Opoku",26 / 26,Open,3,Undergraduate,,,,
2024SP,SVLD-430-001,Mission Vsn Virtue Orgs,Bachelor Completion,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Antwi, Enoch Opoku",26 / 26,Open,3,Undergraduate,,,,
2024SP,SVLD-502-001,Thlgcl Inqry Srvt Ldshp,Main Campus,"01/15/2024-03/08/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced (more)...","Thibodeau, Thomas A",24 / 24,Open,3,Graduate,,,,
2024SP,SVLD-504-001,Ethcl Dcsn Common Good,Main Campus,"01/15/2024-03/08/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced (more)...","Kyte, Richard Lee",24 / 24,Open,3,Graduate,,,,
2024SP,SVLD-546-001,ST Poltcs and Cmn Good,Main Campus,"03/18/2024-05/03/2024 Lecture Friday 06:00PM - 09:00PM, Brophy Center, Room 206 (more)...","Scinta, Samuel Joseph",30 / 30,Open,3,Graduate,,,,
2024SP,SVLD-553-001,Ritual and Celebration,Main Campus,"03/18/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced (more)...","Thibodeau, Thomas A",30 / 30,Open,3,Graduate,,,,
2024SP,SVLD-690-001,Colloquium,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Knothe, Thomas Eugene",18 / 18,Open,3,Graduate,,,,
2024SP,SVLD-704-001,Ethcl Dcsn Common Good,Main Campus,"03/18/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","McManimon, Shannon Kinsella",24 / 24,Open,3,Graduate,,,,
2024SP,THTR-119-001,Theatre Practicum,Main Campus,"01/15/2024-05/10/2024 Practicum Days to be Announced, Times to be Announced Arranged, Room ARRG","Kolbe, Chad Scott",50 / 50,Open,1.00 - 2.00,Undergraduate,,,,
2024SP,THTR-175-001,Costuming,Main Campus,"01/15/2024-05/03/2024 Studio Monday, Wednesday, Friday 10:10AM - 11:05AM, Nursing Center, Room 104","Brown, Jennifer Renee",14 / 14,Open,3,Undergraduate,,,,
2024SP,THTR-180-001,Makeup Studio I,Main Campus,"01/15/2024-05/10/2024 Studio Days to be Announced, Times to be Announced Arranged, Room ARRG","Brown, Jennifer Renee",16 / 16,Open,2,Undergraduate,,,,
2024SP,THTR-230-001,Prncples Theatrcal Dsign,Main Campus,"01/16/2024-05/02/2024 Studio Tuesday, Thursday 09:30AM - 10:50AM, Fine Arts Center, Room 228","Kolbe, Chad Scott",16 / 16,Open,3,Undergraduate,,,,
2024SP,THTR-319-001,Theatre Practicum,Main Campus,"01/15/2024-05/03/2024 Practicum Days to be Announced, Times to be Announced Arranged, Room ARRG","Kolbe, Chad Scott",50 / 50,Open,1.00 - 2.00,Undergraduate,,,,
2024SP,THTR-327-001,Verse Drama,Main Campus,"01/15/2024-05/01/2024 Studio Monday, Wednesday 01:25PM - 02:45PM, Fine Arts Center, Room BB","Jerozal, Erin Beth",14 / 14,Open,3,Undergraduate,,,,
2024SP,THTR-341-002,Voice and Speech II,Main Campus,"01/15/2024-05/01/2024 Studio Monday, Wednesday 08:00AM - 09:20AM, Fine Arts Center, Room BB","Walters, Richard H",14 / 14,Open,3,Undergraduate,,,,
2024SP,THTR-476-001,Acting Studio,Main Campus,"01/15/2024-05/01/2024 Studio Monday, Wednesday 03:35PM - 04:30PM, Fine Arts Center, Room BB","Walters, Richard H",10-Oct,Open,1,Undergraduate,This course is for students with junior standing or higher.,,,
2024SP,THTR-476-001,Acting Studio,Main Campus,"01/15/2024-05/01/2024 Studio Monday, Wednesday 03:35PM - 04:30PM, Fine Arts Center, Room BB","Walters, Richard H",10-Oct,Open,1,Undergraduate,This course is for theatre majors only.,,,
